Timestamp,¿Está interesado en las noticias a los siguientes niveles geográficos? Seleccione todos los que se apliquen.,¿Cuáles de estos temas le interesan más? Seleccione hasta cinco.,¿Le interesa alguna de estas historias especiales? Seleccione todos los que se apliquen.,"¿Hay algunas historias específicas que le gustaría ver más frecuentemente en las noticias locales? Por ejemplo, artículos de investigación, perfil de negocios, columnas de opinión, caricaturas, etc.",¿En qué lenguaje prefiere recibir sus noticias? [TV/Video],¿En qué lenguaje prefiere recibir sus noticias? [Radio/Audio/Podcast],¿En qué lenguaje prefiere recibir sus noticias? [Impreso/Texto],¿Cómo recibe sus noticias **más frecuentemente**?,"¿Cuáles fuentes de información específicas usa usted más frecuentemente? Por favor anótelos aquí. Por ejemplo, Hartford Courant, Record Journal, noticiero FOX , CNN, NPR, Facebook, Patch, La Voz, Telemundo, etc.",¿Como **preferiría** recibir sus noticias?,"¿Cuánto confía en las noticias que vienen de… [Organizaciones de noticias nacionales (como CNN, Univisión)]","¿Cuánto confía en las noticias que vienen de… [Organizaciones de noticias locales (como el Record-Journal, Patch, el Hartford Courant, CT Mirror)]","¿Cuánto confía en las noticias que vienen de… [Medios sociales (como Facebook, Twitter, TikTok, YouTube, Instagram)]",¿Cuánto confía en las noticias que vienen de… [Familiares/amistades/verbalmente],¿Qué tanto está de acuerdo con estas declaraciones? [Confío en las fuentes de noticias que recibo acerca de mi comunidad.],¿Qué tanto está de acuerdo con estas declaraciones? [El noticiero local cubre temas que son importantes para mí.],"¿Qué tanto está de acuerdo con estas declaraciones? [Las noticias locales reflejan mis creencias, valores y costumbres.]",¿En qué pueblo vive?,¿Se identifica como hispano/latino/latinx?,¿En qué país nació?,¿Cuál es su rango de edad?,¿Cuál es su identidad de género?,¿Qué idioma habla en su hogar?,¿Alguno de los siguientes lo describen?,"¿Tiene acceso a una computadora portátil, computadora en su casa o dispositivo con conexión a internet, como un teléfono inteligente o iPad?",¿Tiene acceso a internet en su casa?,¿Está registrado/a para votar?,"Si desea recibir un cupón digital de CTown Supermarket, por completar la encuesta, por favor ingrese su dirección de correo electrónico a continuación. Este cupón es válido para $5 de descuento en compras de $50 o más.","Si usted ingresó su correo electrónico arriba, ¿también le gustaría recibir el boletín electrónico de Record-Journal Latino Lab?",¿Hay algo más que le gustaría dejarnos saber?
6/4/2022 11:50:55,"Local, Estatal, Regional/Nueva Inglaterra/NYC Metro, Nacional, Internacional","Deportes, Políticas, Música, arte y cultura, Negocios locales, Educación, Salud, Eventos locales, Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro), Finanzas y educación financiera, Bienes raíces y propietario de vivienda, Oportunidades de participación comunitaria, Diversidad y justicia social, Asuntos ambientales y cambio de climático, Tecnología, Viajes y hospitalidad, Comida","Temas acerca de familias con niños, Temas acerca de los jóvenes",Artículos de investigación,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,"Record Journal, Telemundo",TV,Mucho,Mucho,Un poco,Un poco,De acuerdo,De acuerdo,Neutral,Meriden,Sí,Ecuador,40-49,Mujer,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,REMOVED,Sí,No
6/4/2022 12:03:07,Internacional,"Deportes, Políticas, Música, arte y cultura, Educación, Salud",Temas acerca de participacion comunitaria,Más noticias,Español,Español,Español,TV,Telemundo,TV,Un poco,Un poco,Un poco,Un poco,Neutral,Neutral,De acuerdo,Meriden,Sí,Mexico,40-49,Hombre,Español,Soy padre/madre de un niño menor de 18 años de edad,No,Sí,No,REMOVED,Sí,No
6/5/2022 15:17:20,Local,"Deportes, Políticas, Negocios locales, Educación, Salud, Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro), Finanzas y educación financiera, Bienes raíces y propietario de vivienda, Oportunidades de participación comunitaria, Diversidad y justicia social, Asuntos ambientales y cambio de climático, Tecnología, Comida","Temas acerca de familias con niños, Temas acerca de los jóvenes, Temas acerca de las personas de la tercera edad",Cosas de aprendizaje,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Medios sociales,Telemundo,Medios sociales,Mucho,Un poco,Un poco,Un poco,Neutral,Neutral,Neutral,Wallingford,Sí,Ecuador,40-49,Hombre,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,REMOVED,Sí,No
6/5/2022 15:27:49,"Local, Estatal, Regional/Nueva Inglaterra/NYC Metro, Nacional, Internacional","Salud, Eventos locales, Tecnología",Temas acerca de los jóvenes,Columnas de opinión y caricaturas,Español,Español,Español,Medios sociales,Facebook,Medios sociales,Mucho,Para nada,Mucho,Mucho,Neutral,Neutral,Neutral,Meriden,Sí,Ecuador,40-49,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,REMOVED,Sí,No
6/5/2022 15:39:39,Internacional,"Salud, Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro), Finanzas y educación financiera, Viajes y hospitalidad","Temas acerca de los jóvenes, Temas acerca de las personas de la tercera edad",Caricaturas,Español,Español,Español,TV,Telemundo y Univisión,TV,Mucho,Un poco,Un poco,Un poco,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Republica Domenicana,50-59,Mujer,Español,Ninguno de estos,No,Sí,No,REMOVED,Sí,No
6/5/2022 15:45:26,None,None,"Temas acerca de familias con niños, Temas acerca de las personas de la tercera edad",No,Español,Español,Español,Medios sociales,"Record Journal, police news",Textos,Un poco,Un poco,Para nada,Para nada,Neutral,Neutral,Neutral,Meriden,Sí,Puerto Rico,40-49,Hombre,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,REMOVED,Sí,No
6/5/2022 16:06:46,Internacional,"Deportes, Políticas, Negocios locales, Salud, Bienes raíces y propietario de vivienda, Tecnología","Temas acerca de familias con niños, Temas acerca de propietarios de pequeñas empresas",Artículos de investigación,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Aplicaciones de noticias,Google,Correo electrónico/boletines informativos,Un poco,Un poco,Un poco,Un poco,Neutral,De acuerdo,En desacuerdo,Meriden,Sí,Puerto Rico,30-39,Hombre,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,REMOVED,Sí,No
6/5/2022 16:32:53,"Local, Estatal, Regional/Nueva Inglaterra/NYC Metro, Nacional, Internacional","Deportes, Políticas, Salud, Eventos locales, Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro)","Temas acerca de familias con niños, Temas acerca de los jóvenes, Temas acerca de las personas de la tercera edad, Temas acerca de propietarios de pequeñas empresas","Investigación, caricaturas y perfil de negocios",Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Un poco de todo,TV,Un poco,Un poco,Un poco,Un poco,De acuerdo,De acuerdo,En desacuerdo,Meriden,Sí,Puerto Rico,40-49,Hombre,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,NOT PROVIDED,No,No
6/5/2022 16:44:08,"Local, Nacional","Educación, Salud, Oportunidades de participación comunitaria, Tecnología","Temas acerca de los jóvenes, Temas acerca de participacion comunitaria",Columna de negocios y todo lo relacionado,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Aplicaciones de noticias,"Facebook, Patch, Record Journal",Medios sociales,Un poco,Mucho,Un poco,Un poco,De acuerdo,De acuerdo,Neutral,Meriden,Sí,Mexico,40-49,Mujer,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,REMOVED,No,"No, sigan adelante"
6/5/2022 16:57:22,Local,"Negocios locales, Bienes raíces y propietario de vivienda, Tecnología, Comida",Temas acerca de familias con niños,Negocios,Español,Español,Español,Medios sociales,Facebook,Aplicaciones de noticias,Para nada,Un poco,Para nada,Un poco,En desacuerdo,De acuerdo,En desacuerdo,Wallingford,Sí,No,50-59,Hombre,Español,Soy propietario de una empresa pequeña,Sí,Sí,No,REMOVED,Sí,Gracias por ayudar a los demás
6/5/2022 17:11:45,"Local, Estatal, Regional/Nueva Inglaterra/NYC Metro, Nacional, Internacional","Políticas, Educación, Salud, Bienes raíces y propietario de vivienda, Viajes y hospitalidad, Comida","Temas acerca de familias con niños, Temas acerca de los jóvenes, Temas acerca de las personas de la tercera edad, Temas acerca de propietarios de pequeñas empresas, Temas acerca de jóvenes, Temas acerca de participacion comunitaria",Negocios,Español,Español,Español,Medios sociales,Univision y Record Journal,Medios sociales,Un poco,Un poco,Un poco,Un poco,Neutral,Neutral,Neutral,Meriden,Sí,Ecuador,30-39,Mujer,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,REMOVED,Sí,Sigan participando con buena información
6/8/2022 17:10:51,"Local, Estatal, Regional/Nueva Inglaterra/NYC Metro, Nacional, Internacional","Deportes, Políticas, Música, arte y cultura, Negocios locales, Viajes y hospitalidad",Ninguno de estos,Perfil de negocios,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Correo electrónico/boletines informativos,Facebook y CNN,Medios sociales,Un poco,Para nada,Un poco,Para nada,Neutral,Neutral,En desacuerdo,Meriden,Sí,Ecuador,18-29,Hombre,Español,Ninguno de estos,Sí,Sí,No,REMOVED,No,No
6/8/2022 17:44:24,"Local, Internacional","Políticas, Negocios locales, Eventos locales, Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro), Finanzas y educación financiera, Bienes raíces y propietario de vivienda","Temas acerca de familias con niños, Temas acerca de las personas de la tercera edad, Temas acerca de participacion comunitaria",Columnas de opinion,Español,Español,Español,TV,Telemundo y Univisión,TV,Mucho,Para nada,Para nada,NA,De acuerdo,En desacuerdo,De acuerdo,Meriden,Sí,Republica Domenicana,60-69,Mujer,Ambos: inglés y español,Ninguno de estos,Sí,Sí,Sí,REMOVED,Sí,No
6/8/2022 18:03:18,Local,"Negocios locales, Educación, Salud, Tecnología, Viajes y hospitalidad, Comida",Temas acerca de familias con niños,Negocios,Español,Español,Español,Radio,Facebook,Radio,Mucho,Un poco,Para nada,Mucho,Neutral,De acuerdo,De acuerdo,Meriden,Sí,Guatemala,40-49,Hombre,Dialecto,Soy padre/madre de un niño menor de 18 años de edad,No,No,Sí,REMOVED,Sí,No
6/8/2022 18:10:54,Internacional,Viajes y hospitalidad,Temas acerca de familias con niños,Investigación,Español,Español,Español,Medios sociales,Fox,TV,Mucho,Mucho,Un poco,Un poco,Neutral,Neutral,Neutral,Meriden,Sí,Republica Domenicana,18-29,Mujer,Ambos: inglés y español,Ninguno de estos,No,No,No,NOT PROVIDED,No,No
6/8/2022 18:23:43,Local,"Música, arte y cultura, Salud, Eventos locales",Temas acerca de familias con niños,Columnas de opinion,Español,Español,Español,Medios sociales,Univision,TV,Un poco,Un poco,Un poco,Un poco,Neutral,En desacuerdo,Neutral,Meriden,Sí,Puerto Rico,60-69,Hombre,Español,Ninguno de estos,No,No,Sí,NOT PROVIDED,No,No
6/8/2022 18:44:04,"Local, Estatal, Regional/Nueva Inglaterra/NYC Metro, Nacional, Internacional","Música, arte y cultura, Educación, Salud, Comida","Temas acerca de los jóvenes, Temas acerca de participacion comunitaria",Hablar de adiccion de drogas y alcohol,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Univision y Telemundo,TV,Un poco,Para nada,Un poco,Para nada,De acuerdo,De acuerdo,Neutral,Meriden,Sí,Colombia,70 o mayor,Mujer,Ambos: inglés y español,Ninguno de estos,Sí,Sí,Sí,REMOVED,No,No
6/8/2022 19:04:50,Local,"Educación, Oportunidades de participación comunitaria, Viajes y hospitalidad, Comida",Temas acerca de las personas de la tercera edad,Columnas de oponion,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Medios sociales,Facebook,Medios sociales,Un poco,Un poco,Un poco,Un poco,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Ecuador,30-39,Hombre,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,REMOVED,Sí,Temas de tiroteo porque suceden
6/8/2022 19:13:55,"Local, Estatal, Regional/Nueva Inglaterra/NYC Metro, Nacional, Internacional","Deportes, Políticas, Música, arte y cultura, Negocios locales, Educación, Salud, Eventos locales, Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro), Finanzas y educación financiera, Bienes raíces y propietario de vivienda, Oportunidades de participación comunitaria, Diversidad y justicia social, Asuntos ambientales y cambio de climático, Tecnología, Viajes y hospitalidad, Comida","Temas acerca de familias con niños, Temas acerca de los jóvenes, Temas acerca de las personas de la tercera edad, Temas acerca de participacion comunitaria",Noticias locales,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Telemundo y univision,TV,Mucho,Mucho,Mucho,Mucho,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Puerto Rico,70 o mayor,Mujer,Ambos: inglés y español,Ninguno de estos,Sí,No,Sí,REMOVED,Sí,Importante preocuparse por la comunidad
6/9/2022 18:23:14,"Local, Regional/Nueva Inglaterra/NYC Metro, Internacional","Educación, Salud, Eventos locales, Asuntos ambientales y cambio de climático, Tecnología, Viajes y hospitalidad, Comida","Temas acerca de familias con niños, Temas acerca de los jóvenes, Temas acerca de las personas de la tercera edad",Columnas de opinion y artículos de investigación,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Aplicaciones de noticias,"Facebook, Record Journal, Telemundo, Noticia Digital",Aplicaciones de noticias,Un poco,Mucho,Un poco,Un poco,De acuerdo,Neutral,En desacuerdo,Meriden,Sí,Cuba,50-59,Mujer,Ambos: inglés y español,Ninguno de estos,No,Sí,Sí,REMOVED,Sí,No
6/9/2022 18:30:11,Nacional,"Deportes, Salud, Eventos locales, Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro), Finanzas y educación financiera",Temas acerca de familias con niños,"Orientación sobre la criminalidad local, caricaturas educativas",Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Medios sociales,"Facebook, Univision y Telemundo",TV,Mucho,Un poco,Un poco,Mucho,Neutral,Neutral,Neutral,Meriden,Sí,Puerto Rico,18-29,Mujer,Ambos: inglés y español,Ninguno de estos,Sí,No,No,REMOVED,Sí,No
6/9/2022 18:40:44,"Local, Estatal","Deportes, Educación, Salud, Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro), Asuntos ambientales y cambio de climático, Tecnología, Viajes y hospitalidad","Temas acerca de familias con niños, Temas acerca de las personas de la tercera edad, Temas acerca de participacion comunitaria","Perfil de negocios, opinión y artículos de investigación y noticias de migración",Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Medios sociales,"TV, periódicos, YouTube",Medios sociales,Mucho,Mucho,Mucho,Mucho,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Ecuador,60-69,Hombre,Español,Ninguno de estos,Sí,Sí,No,REMOVED,Sí,"Ofertas comerciales, descuentos de tiendas"
6/9/2022 18:50:24,"Local, Estatal, Regional/Nueva Inglaterra/NYC Metro, Nacional, Internacional","Deportes, Políticas, Música, arte y cultura, Negocios locales, Educación, Salud, Eventos locales, Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro), Finanzas y educación financiera, Bienes raíces y propietario de vivienda, Oportunidades de participación comunitaria, Diversidad y justicia social, Asuntos ambientales y cambio de climático, Tecnología, Comida","Temas acerca de familias con niños, Temas acerca de los jóvenes, Temas acerca de las personas de la tercera edad, Temas acerca de propietarios de pequeñas empresas, Temas acerca de jóvenes, Temas acerca de participacion comunitaria",Artículos de investigación,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Telemundo,Correo electrónico/boletines informativos,Un poco,Mucho,Para nada,Mucho,De acuerdo,De acuerdo,Neutral,Meriden,Sí,Mexico,30-39,Hombre,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,REMOVED,Sí,No
6/9/2022 19:09:03,Local,"Música, arte y cultura, Comida",Temas acerca de los jóvenes,Noticias locales,Español,Español,Español,TV,Telemundo,TV,Mucho,Un poco,Un poco,Un poco,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Mexico,40-49,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,No,Sí,No,NOT PROVIDED,No,No
6/9/2022 19:17:24,Local,"Educación, Salud","Temas acerca de familias con niños, Temas acerca de los jóvenes",Artículos de investigación,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Correo electrónico/boletines informativos,Facebook,Correo electrónico/boletines informativos,Un poco,Para nada,Mucho,Para nada,Neutral,Neutral,De acuerdo,Meriden,Sí,Ecuador,18-29,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,No,No,Prefiero no decir,REMOVED,Sí,más información de salud y educación
6/9/2022 19:24:33,"Local, Internacional","Deportes, Bienes raíces y propietario de vivienda, Oportunidades de participación comunitaria","Temas acerca de familias con niños, Temas acerca de participacion comunitaria","Columnas de opinión, no crímenes",Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Correo electrónico/boletines informativos,CNN y Facebook,Aplicaciones de noticias,Un poco,Un poco,Para nada,Para nada,De acuerdo,Neutral,De acuerdo,Meriden,Sí,Puerto Rico,50-59,Hombre,Ambos: inglés y español,Ninguno de estos,Sí,Sí,Sí,REMOVED,Sí,No
6/9/2022 19:39:57,Internacional,"Deportes, Educación, Viajes y hospitalidad, Comida",Temas acerca de propietarios de pequeñas empresas,Caricaturas y perfil de negocios,Español,Español,Español,TV,Facebook,TV,Un poco,Para nada,Mucho,Un poco,Neutral,De acuerdo,En desacuerdo,Meriden,Sí,Colombia,30-39,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,REMOVED,Sí,No
6/9/2022 19:56:42,Internacional,"Educación, Salud, Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro)",Temas acerca de participacion comunitaria,Artículos de investigación,Español,Español,Español,TV,Telemundo,Aplicaciones de noticias,Un poco,Un poco,Un poco,Un poco,De acuerdo,De acuerdo,En desacuerdo,Meriden,Sí,Republica Domenicana,70 o mayor,Mujer,Ambos: inglés y español,Ninguno de estos,Sí,Sí,Sí,NOT PROVIDED,No,No
6/10/2022 17:35:25,"Local, Nacional","Deportes, Música, arte y cultura, Educación, Salud, Eventos locales, Oportunidades de participación comunitaria, Tecnología","Temas acerca de familias con niños, Temas acerca de los jóvenes",Artículos de investigación,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Aplicaciones de noticias,Telemundo y Facebook,Aplicaciones de noticias,Mucho,Un poco,Mucho,Un poco,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Ecuador,30-39,Mujer,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,REMOVED,Sí,No
6/10/2022 17:45:35,"Local, Estatal, Regional/Nueva Inglaterra/NYC Metro, Nacional, Internacional","Música, arte y cultura, Salud",Temas acerca de los jóvenes,Columnas de opinión,Español,Español,Español,TV,Telemundo,TV,Un poco,Un poco,Para nada,Mucho,Neutral,De acuerdo,De acuerdo,Meriden,Sí,Puerto Rico,70 o mayor,Prefiero no decir,Español,Ninguno de estos,Sí,No,No estoy seguro/a,REMOVED,Sí,No todo perfecto
6/10/2022 17:54:36,Nacional,"Deportes, Políticas, Educación, Salud, Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro), Finanzas y educación financiera","Temas acerca de familias con niños, Temas acerca de los jóvenes, Temas acerca de las personas de la tercera edad, Temas acerca de participacion comunitaria",Perfil de negocios,Español,Español,Español,Radio,"CNN, Fox, Facebook",Correo electrónico/boletines informativos,Un poco,Para nada,Mucho,Mucho,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Ecuador,40-49,Hombre,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,REMOVED,Sí,No
6/10/2022 18:10:25,Nacional,"Deportes, Educación, Salud, Tecnología","Temas acerca de familias con niños, Temas acerca de los jóvenes",Artículos de investigación,Español,Español,Español,Medios sociales,Facebook,Medios sociales,Mucho,Para nada,Un poco,Mucho,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Mexico,30-39,Hombre,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,No,Sí,No,REMOVED,Sí,No
